food_id,food_name,category,state,region,region_code,diet_type,diet_code,calories_kcal,protein_g,carbs_g,fat_g,fiber_g,prebiotic_score,fodmap_level,is_fermented,description,clinical_benefit,image_path
198,Kachori Chaat,Snacks,Pan-India,Pan-India,6,veg,0,171,4.0,24.5,4.9,2.6,1,Medium,0,"Authentic Pan-India preparation of Kachori Chaat, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/198.jpg
199,Crab Salna,Main_Course,Tamil Nadu,South,2,non-veg,1,131,4.2,19.6,4.1,5.5,3,Medium,0,"Authentic Tamil Nadu preparation of Crab Salna, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/199.jpg
200,Palak Cutlet,Snacks,Pan-India,Pan-India,6,veg,0,141,5.2,26.4,4.8,10.1,7,Medium,0,"Authentic Pan-India preparation of Palak Cutlet, served as a snacks.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/200.jpg
201,Beetroot Poriyal,Side_Dish,Tamil Nadu,South,2,veg,0,161,5.7,18.2,5.5,2.1,1,Medium,0,"Authentic Tamil Nadu preparation of Beetroot Poriyal, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/201.jpg
202,Cashew Jalfrezi,Main_Course,Pan-India,Pan-India,6,veg,0,148,4.7,17.8,3.3,3.8,2,Medium,0,"Authentic Pan-India preparation of Cashew Jalfrezi, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/202.jpg
203,Uttapam,Breads_Rice,Pan-India,Pan-India,6,veg,0,167,8.7,35.7,5.6,3.8,2,Medium,0,"Authentic Pan-India preparation of Uttapam, served as a breads rice.","Provides authentic, calorically dense macronutrients for energy restoration.",images/203.jpg
204,Capsicum Mezhukkupuratti,Side_Dish,Pan-India,Pan-India,6,veg,0,164,4.3,21.6,4.6,4.3,3,Medium,0,"Authentic Pan-India preparation of Capsicum Mezhukkupuratti, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/204.jpg
205,Baingan Mezhukkupuratti,Side_Dish,Pan-India,Pan-India,6,veg,0,123,4.9,17.9,6.8,3.5,2,Medium,0,"Authentic Pan-India preparation of Baingan Mezhukkupuratti, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/205.jpg
206,Mix Veg Do Pyaza,Main_Course,Pan-India,Pan-India,6,veg,0,152,7.1,22.3,1.9,3.0,2,Medium,0,"Authentic Pan-India preparation of Mix Veg Do Pyaza, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/206.jpg
207,Chole Dhaba Style,Dals_Legumes,Punjab,North,1,veg,0,244,14.1,34.5,3.5,11.1,7,High,0,"Authentic Punjab preparation of Chole Dhaba Style, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/207.jpg
208,Aloo Masala,Side_Dish,Pan-India,Pan-India,6,veg,0,134,2.6,29.9,1.7,4.3,3,High,0,"Authentic Pan-India preparation of Aloo Masala, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/208.jpg
209,Chicken Korma,Main_Course,Uttar Pradesh,North,1,non-veg,1,205,26.2,6.1,10.6,0.0,0,Medium,0,"Authentic Uttar Pradesh preparation of Chicken Korma, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/209.jpg
210,Chicken Salna,Main_Course,Tamil Nadu,South,2,non-veg,1,213,24.6,3.1,14.1,0.0,0,Medium,0,"Authentic Tamil Nadu preparation of Chicken Salna, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/210.jpg
211,Onion Bonda,Snacks,Pan-India,Pan-India,6,veg,0,151,4.3,21.2,5.7,5.0,3,Medium,0,"Authentic Pan-India preparation of Onion Bonda, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/211.jpg
212,Paneer Kachori,Snacks,Pan-India,Pan-India,6,veg,0,271,15.2,4.9,20.9,0.0,0,High,0,"Authentic Pan-India preparation of Paneer Kachori, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/212.jpg
213,Mushroom Chettinad,Main_Course,Tamil Nadu,South,2,veg,0,80,2.4,6.4,5.2,5.2,3,Medium,0,"Authentic Tamil Nadu preparation of Mushroom Chettinad, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/213.jpg
214,Tinda Kurkuri,Side_Dish,Pan-India,Pan-India,6,veg,0,121,4.9,16.6,9.0,4.9,3,Medium,0,"Authentic Pan-India preparation of Tinda Kurkuri, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/214.jpg
215,Broccoli Hariyali Tikka,Appetizers,Punjab,North,1,veg,0,88,4.1,7.3,0.5,6.7,4,Medium,0,"Authentic Punjab preparation of Broccoli Hariyali Tikka, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/215.jpg
216,Chicken Tikka,Appetizers,Punjab,North,1,non-veg,1,199,27.0,6.0,5.5,2.1,1,Medium,0,"Authentic Punjab preparation of Chicken Tikka, served as a appetizers.",Supports lean muscle synthesis without aggravating bile-tolerant pathogens.,images/216.jpg
217,Carrot Poriyal,Side_Dish,Tamil Nadu,South,2,veg,0,125,3.1,20.3,7.7,4.3,3,Medium,0,"Authentic Tamil Nadu preparation of Carrot Poriyal, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/217.jpg
218,Misal Pav,Snacks,Maharashtra,West,3,veg,0,145,7.7,21.6,3.9,4.6,3,Medium,0,"Authentic Maharashtra preparation of Misal Pav, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/218.jpg
219,Ginger Chai,Beverages,Pan-India,Pan-India,6,veg,0,143,3.8,20.0,4.6,3.6,2,Medium,0,"Authentic Pan-India preparation of Ginger Chai, served as a beverages.","Provides authentic, calorically dense macronutrients for energy restoration.",images/219.jpg
220,Cabbage Poriyal,Side_Dish,Tamil Nadu,South,2,veg,0,152,5.6,20.6,7.6,3.0,2,Medium,0,"Authentic Tamil Nadu preparation of Cabbage Poriyal, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/220.jpg
221,Burhani Raita,Side_Dish,Pan-India,Pan-India,6,veg,0,134,4.6,17.6,6.0,3.3,2,Medium,0,"Authentic Pan-India preparation of Burhani Raita, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/221.jpg
222,Neer Dosa,Breads_Rice,Pan-India,Pan-India,6,veg,0,186,5.8,36.1,1.3,4.1,7,Medium,1,"Authentic Pan-India preparation of Neer Dosa, served as a breads rice.",Enhances probiotic density and boosts lactic-acid bacteria.,images/222.jpg
223,Cashew Lababdar,Main_Course,Pan-India,Pan-India,6,veg,0,126,5.8,18.7,2.7,1.1,0,Medium,0,"Authentic Pan-India preparation of Cashew Lababdar, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/223.jpg
224,Lotus Stem Makhani,Main_Course,Punjab,North,1,veg,0,194,5.8,28.0,18.4,5.0,3,High,0,"Authentic Punjab preparation of Lotus Stem Makhani, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/224.jpg
225,Beans Fry,Side_Dish,Pan-India,Pan-India,6,veg,0,139,6.3,24.1,7.1,3.3,2,Medium,0,"Authentic Pan-India preparation of Beans Fry, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/225.jpg
226,Tinda Fry,Side_Dish,Pan-India,Pan-India,6,veg,0,146,5.5,18.6,1.4,4.3,3,Medium,0,"Authentic Pan-India preparation of Tinda Fry, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/226.jpg
227,Mutton Butter Masala,Main_Course,Pan-India,Pan-India,6,non-veg,1,405,20.5,5.7,33.7,0.5,0,High,0,"Authentic Pan-India preparation of Mutton Butter Masala, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/227.jpg
228,Urad Dal Palak,Dals_Legumes,Pan-India,Pan-India,6,veg,0,225,12.6,40.9,3.9,17.0,10,High,0,"Authentic Pan-India preparation of Urad Dal Palak, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/228.jpg
229,Tomato Rice,Breads_Rice,Pan-India,Pan-India,6,veg,0,252,3.6,50.9,9.0,0.2,0,Low,0,"Authentic Pan-India preparation of Tomato Rice, served as a breads rice.",Low-FODMAP profile prevents bloating and supports IBS management.,images/229.jpg
230,Duck Gassi,Main_Course,Karnataka,South,2,non-veg,1,173,2.9,19.3,4.1,4.6,3,Medium,0,"Authentic Karnataka preparation of Duck Gassi, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/230.jpg
231,Duck Do Pyaza,Main_Course,Pan-India,Pan-India,6,non-veg,1,152,5.1,20.4,5.5,3.8,2,Medium,0,"Authentic Pan-India preparation of Duck Do Pyaza, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/231.jpg
232,Sweet Potato Tikka,Appetizers,Punjab,North,1,veg,0,129,2.3,28.4,3.5,4.4,3,Medium,0,"Authentic Punjab preparation of Sweet Potato Tikka, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/232.jpg
233,Palak Samosa,Snacks,Pan-India,Pan-India,6,veg,0,232,5.4,32.5,23.3,10.0,7,Medium,0,"Authentic Pan-India preparation of Palak Samosa, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/233.jpg
234,Toor Dal Makhani,Dals_Legumes,Punjab,North,1,veg,0,341,15.3,43.9,10.8,12.2,8,High,0,"Authentic Punjab preparation of Toor Dal Makhani, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/234.jpg
235,Kofta Jalfrezi,Main_Course,Pan-India,Pan-India,6,veg,0,149,6.2,23.5,6.1,4.0,2,Medium,0,"Authentic Pan-India preparation of Kofta Jalfrezi, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/235.jpg
236,Aloo Pakora,Snacks,Pan-India,Pan-India,6,veg,0,234,0.5,39.8,14.6,3.3,2,Medium,0,"Authentic Pan-India preparation of Aloo Pakora, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/236.jpg
237,Chicken Gassi,Main_Course,Karnataka,South,2,non-veg,1,226,25.7,4.5,12.4,2.6,1,Medium,0,"Authentic Karnataka preparation of Chicken Gassi, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/237.jpg
238,Arbi Mezhukkupuratti,Side_Dish,Pan-India,Pan-India,6,veg,0,177,6.2,21.4,5.5,3.8,2,Medium,0,"Authentic Pan-India preparation of Arbi Mezhukkupuratti, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/238.jpg
239,Aloo Sukka,Side_Dish,Pan-India,Pan-India,6,veg,0,179,2.2,27.4,5.0,6.0,4,Medium,0,"Authentic Pan-India preparation of Aloo Sukka, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/239.jpg
240,Akki Roti,Breads_Rice,Pan-India,Pan-India,6,veg,0,170,4.9,36.1,3.8,2.2,1,Medium,0,"Authentic Pan-India preparation of Akki Roti, served as a breads rice.","Provides authentic, calorically dense macronutrients for energy restoration.",images/240.jpg
241,Toor Dal Jeera,Dals_Legumes,Pan-India,Pan-India,6,veg,0,245,13.3,38.3,4.1,10.9,7,High,0,"Authentic Pan-India preparation of Toor Dal Jeera, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/241.jpg
242,Egg Jalfrezi,Main_Course,Pan-India,Pan-India,6,non-veg,1,131,13.2,1.6,12.3,0.2,0,Medium,0,"Authentic Pan-India preparation of Egg Jalfrezi, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/242.jpg
243,Cabbage Bhujia,Side_Dish,Pan-India,Pan-India,6,veg,0,134,6.1,23.4,6.4,4.3,3,Medium,0,"Authentic Pan-India preparation of Cabbage Bhujia, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/243.jpg
244,Beetroot Masala,Side_Dish,Pan-India,Pan-India,6,veg,0,143,2.0,17.3,8.8,2.7,1,High,0,"Authentic Pan-India preparation of Beetroot Masala, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/244.jpg
245,Malpua,Desserts,Pan-India,Pan-India,6,veg,0,299,1.6,52.0,14.3,0.1,0,Medium,0,"Authentic Pan-India preparation of Malpua, served as a desserts.","Provides authentic, calorically dense macronutrients for energy restoration.",images/245.jpg
246,Yellow Dal Makhani,Dals_Legumes,Punjab,North,1,veg,0,339,13.3,44.8,20.2,11.8,8,High,0,"Authentic Punjab preparation of Yellow Dal Makhani, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/246.jpg
247,Sweet Potato Malai Tikka,Appetizers,Punjab,North,1,veg,0,170,4.4,40.3,14.1,2.5,1,Medium,0,"Authentic Punjab preparation of Sweet Potato Malai Tikka, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/247.jpg
248,Fish Saag,Main_Course,Pan-India,Pan-India,6,non-veg,1,177,21.2,4.0,4.5,6.3,4,Low,0,"Authentic Pan-India preparation of Fish Saag, served as a main course.",Low-FODMAP profile prevents bloating and supports IBS management.,images/248.jpg
249,Lemon Rice,Breads_Rice,Pan-India,Pan-India,6,veg,0,264,7.0,53.7,1.8,2.0,1,Low,0,"Authentic Pan-India preparation of Lemon Rice, served as a breads rice.",Low-FODMAP profile prevents bloating and supports IBS management.,images/249.jpg
250,Mutton Kosha,Main_Course,West Bengal,East,4,non-veg,1,249,23.0,0.5,16.3,0.5,0,Medium,0,"Authentic West Bengal preparation of Mutton Kosha, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/250.jpg
251,Chicken Kachori,Snacks,Pan-India,Pan-India,6,non-veg,1,223,23.7,5.9,13.6,0.0,0,Medium,0,"Authentic Pan-India preparation of Chicken Kachori, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/251.jpg
252,Kala Chana Fry,Dals_Legumes,Pan-India,Pan-India,6,veg,0,249,12.3,39.5,4.0,12.6,8,High,0,"Authentic Pan-India preparation of Kala Chana Fry, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/252.jpg
253,Samosa Chaat,Snacks,Pan-India,Pan-India,6,veg,0,234,7.0,30.5,21.4,3.9,2,Medium,0,"Authentic Pan-India preparation of Samosa Chaat, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/253.jpg
254,Gobi Thoran,Side_Dish,Kerala,South,2,veg,0,63,3.1,7.9,0.8,5.5,3,Medium,0,"Authentic Kerala preparation of Gobi Thoran, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/254.jpg
255,Coconut Water,Beverages,Pan-India,Pan-India,6,veg,0,140,4.9,19.4,7.2,4.2,2,Medium,0,"Authentic Pan-India preparation of Coconut Water, served as a beverages.","Provides authentic, calorically dense macronutrients for energy restoration.",images/255.jpg
256,Beetroot Bhujia,Side_Dish,Pan-India,Pan-India,6,veg,0,179,3.7,19.1,5.5,4.6,3,Medium,0,"Authentic Pan-India preparation of Beetroot Bhujia, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/256.jpg
257,Chicken Samosa,Snacks,Pan-India,Pan-India,6,non-veg,1,321,24.8,13.2,23.9,0.6,0,Medium,0,"Authentic Pan-India preparation of Chicken Samosa, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/257.jpg
258,Kulith Fry,Dals_Legumes,Pan-India,Pan-India,6,veg,0,240,11.8,39.3,3.9,14.6,10,High,0,"Authentic Pan-India preparation of Kulith Fry, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/258.jpg
259,Broccoli Malai Tikka,Appetizers,Punjab,North,1,veg,0,112,2.8,14.4,11.0,6.1,4,Medium,0,"Authentic Punjab preparation of Broccoli Malai Tikka, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/259.jpg
260,Prawn Tikka,Appetizers,Punjab,North,1,non-veg,1,144,16.9,1.3,7.4,1.5,1,Medium,0,"Authentic Punjab preparation of Prawn Tikka, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/260.jpg
261,Capsicum Sukka,Side_Dish,Pan-India,Pan-India,6,veg,0,132,5.1,12.5,4.6,2.4,1,Medium,0,"Authentic Pan-India preparation of Capsicum Sukka, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/261.jpg
262,Chana Dal Fry,Dals_Legumes,Pan-India,Pan-India,6,veg,0,252,16.3,37.2,2.2,13.0,9,High,0,"Authentic Pan-India preparation of Chana Dal Fry, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/262.jpg
263,Kofta Pasanda,Main_Course,Pan-India,Pan-India,6,veg,0,130,3.4,19.2,3.8,3.8,2,Medium,0,"Authentic Pan-India preparation of Kofta Pasanda, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/263.jpg
264,Chole Jeera,Dals_Legumes,Punjab,North,1,veg,0,247,14.8,41.4,3.5,11.9,8,High,0,"Authentic Punjab preparation of Chole Jeera, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/264.jpg
265,Rava Dosa,Breads_Rice,Pan-India,Pan-India,6,veg,0,191,3.5,34.3,5.4,4.9,8,Medium,1,"Authentic Pan-India preparation of Rava Dosa, served as a breads rice.",Enhances probiotic density and boosts lactic-acid bacteria.,images/265.jpg
266,Bread Kachori,Snacks,Pan-India,Pan-India,6,veg,0,142,7.1,25.7,4.3,3.6,2,Medium,0,"Authentic Pan-India preparation of Bread Kachori, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/266.jpg
267,Masoor Dal Makhani,Dals_Legumes,Punjab,North,1,veg,0,344,14.8,45.1,16.0,11.3,7,High,0,"Authentic Punjab preparation of Masoor Dal Makhani, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/267.jpg
268,Egg Rogan Josh,Main_Course,Jammu & Kashmir,North,1,non-veg,1,148,12.5,0.5,13.2,0.0,0,Medium,0,"Authentic Jammu & Kashmir preparation of Egg Rogan Josh, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/268.jpg
269,Missi Roti,Breads_Rice,Pan-India,Pan-India,6,veg,0,156,3.8,34.8,2.8,6.0,4,Medium,0,"Authentic Pan-India preparation of Missi Roti, served as a breads rice.","Provides authentic, calorically dense macronutrients for energy restoration.",images/269.jpg
270,Mirchi Samosa,Snacks,Pan-India,Pan-India,6,veg,0,201,3.9,29.4,19.9,4.6,3,Medium,0,"Authentic Pan-India preparation of Mirchi Samosa, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/270.jpg
271,Navratan Saag,Main_Course,Pan-India,Pan-India,6,veg,0,167,4.1,19.7,5.0,8.2,5,Medium,0,"Authentic Pan-India preparation of Navratan Saag, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/271.jpg
272,Paneer Butter Masala,Main_Course,Pan-India,Pan-India,6,veg,0,415,14.2,6.3,34.4,1.0,0,High,0,"Authentic Pan-India preparation of Paneer Butter Masala, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/272.jpg
273,Duck Lababdar,Main_Course,Pan-India,Pan-India,6,non-veg,1,141,5.2,23.9,2.5,2.5,1,Medium,0,"Authentic Pan-India preparation of Duck Lababdar, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/273.jpg
274,Thandai,Beverages,Pan-India,Pan-India,6,veg,0,128,5.3,22.5,3.3,2.5,1,Medium,0,"Authentic Pan-India preparation of Thandai, served as a beverages.","Provides authentic, calorically dense macronutrients for energy restoration.",images/274.jpg
275,Jowar Bhakri,Breads_Rice,Pan-India,Pan-India,6,veg,0,169,4.4,40.0,1.3,3.4,2,Medium,0,"Authentic Pan-India preparation of Jowar Bhakri, served as a breads rice.","Provides authentic, calorically dense macronutrients for energy restoration.",images/275.jpg
276,Paneer Pasanda,Main_Course,Pan-India,Pan-India,6,veg,0,272,13.7,3.9,25.0,0.9,0,High,0,"Authentic Pan-India preparation of Paneer Pasanda, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/276.jpg
277,Fish Kosha,Main_Course,West Bengal,East,4,non-veg,1,161,20.7,0.8,7.8,2.6,1,Low,0,"Authentic West Bengal preparation of Fish Kosha, served as a main course.",Low-FODMAP profile prevents bloating and supports IBS management.,images/277.jpg
278,Egg Gassi,Main_Course,Karnataka,South,2,non-veg,1,166,11.4,5.5,10.8,0.0,0,Medium,0,"Authentic Karnataka preparation of Egg Gassi, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/278.jpg
279,Lobia Jeera,Dals_Legumes,Pan-India,Pan-India,6,veg,0,216,11.2,44.7,4.8,11.1,7,High,0,"Authentic Pan-India preparation of Lobia Jeera, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/279.jpg
280,Urad Dal Amritsari,Dals_Legumes,Punjab,North,1,veg,0,229,14.3,38.6,3.5,13.7,9,High,0,"Authentic Punjab preparation of Urad Dal Amritsari, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/280.jpg
281,Malabar Parotta,Breads_Rice,Kerala,South,2,veg,0,198,3.7,39.3,0.5,4.4,3,Medium,0,"Authentic Kerala preparation of Malabar Parotta, served as a breads rice.","Provides authentic, calorically dense macronutrients for energy restoration.",images/281.jpg
282,Paneer Kadai,Main_Course,Pan-India,Pan-India,6,veg,0,293,17.0,1.1,25.0,1.4,0,High,0,"Authentic Pan-India preparation of Paneer Kadai, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/282.jpg
283,Carrot Sukka,Side_Dish,Pan-India,Pan-India,6,veg,0,135,5.9,16.7,6.6,3.0,2,Medium,0,"Authentic Pan-India preparation of Carrot Sukka, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/283.jpg
284,Duck Kosha,Main_Course,West Bengal,East,4,non-veg,1,177,4.7,21.8,2.4,3.0,2,Medium,0,"Authentic West Bengal preparation of Duck Kosha, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/284.jpg
285,Bhindi Sukka,Side_Dish,Pan-India,Pan-India,6,veg,0,162,4.9,21.1,4.0,3.8,2,Medium,0,"Authentic Pan-India preparation of Bhindi Sukka, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/285.jpg
286,Chicken Boti Kebab,Appetizers,Pan-India,Pan-India,6,non-veg,1,220,27.0,1.2,10.6,0.0,0,Medium,0,"Authentic Pan-India preparation of Chicken Boti Kebab, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/286.jpg
287,Urad Dal Fry,Dals_Legumes,Pan-India,Pan-India,6,veg,0,237,13.2,40.4,5.0,13.1,9,High,0,"Authentic Pan-India preparation of Urad Dal Fry, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/287.jpg
288,Chicken Makhani,Main_Course,Punjab,North,1,non-veg,1,311,27.7,4.5,22.1,0.4,0,High,0,"Authentic Punjab preparation of Chicken Makhani, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/288.jpg
289,Plain Naan,Breads_Rice,Pan-India,Pan-India,6,veg,0,195,5.4,38.5,3.9,5.1,3,High,0,"Authentic Pan-India preparation of Plain Naan, served as a breads rice.","Provides authentic, calorically dense macronutrients for energy restoration.",images/289.jpg
290,Moong Dal Lasooni,Dals_Legumes,Pan-India,Pan-India,6,veg,0,286,14.9,39.5,5.1,12.9,9,High,0,"Authentic Pan-India preparation of Moong Dal Lasooni, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/290.jpg
291,Baingan Jeera,Side_Dish,Pan-India,Pan-India,6,veg,0,145,4.6,19.4,4.9,4.5,3,Medium,0,"Authentic Pan-India preparation of Baingan Jeera, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/291.jpg
292,Panchratna Dal Lasooni,Dals_Legumes,Pan-India,Pan-India,6,veg,0,219,15.3,36.9,5.1,12.6,8,High,0,"Authentic Pan-India preparation of Panchratna Dal Lasooni, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/292.jpg
293,Yellow Dal Fry,Dals_Legumes,Pan-India,Pan-India,6,veg,0,221,14.9,42.2,3.1,11.5,8,High,0,"Authentic Pan-India preparation of Yellow Dal Fry, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/293.jpg
294,Kofta Salna,Main_Course,Tamil Nadu,South,2,veg,0,172,6.8,19.5,8.0,4.1,2,Medium,0,"Authentic Tamil Nadu preparation of Kofta Salna, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/294.jpg
295,Beans Kurkuri,Side_Dish,Pan-India,Pan-India,6,veg,0,155,3.1,21.4,5.9,2.1,1,Medium,0,"Authentic Pan-India preparation of Beans Kurkuri, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/295.jpg
296,Cashew Butter Masala,Main_Course,Pan-India,Pan-India,6,veg,0,208,7.3,26.6,15.0,5.9,4,High,0,"Authentic Pan-India preparation of Cashew Butter Masala, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/296.jpg
297,Beetroot Sukka,Side_Dish,Pan-India,Pan-India,6,veg,0,146,5.1,17.7,7.3,4.7,3,Medium,0,"Authentic Pan-India preparation of Beetroot Sukka, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/297.jpg
298,Paneer Pakora,Snacks,Pan-India,Pan-India,6,veg,0,447,17.7,14.3,34.8,2.6,1,High,0,"Authentic Pan-India preparation of Paneer Pakora, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/298.jpg
299,Keema Malai Tikka,Appetizers,Punjab,North,1,non-veg,1,344,21.0,4.3,33.4,0.9,0,Medium,0,"Authentic Punjab preparation of Keema Malai Tikka, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/299.jpg
300,Navratan Lababdar,Main_Course,Pan-India,Pan-India,6,veg,0,159,4.8,21.0,3.2,3.6,2,Medium,0,"Authentic Pan-India preparation of Navratan Lababdar, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/300.jpg
301,Ragda Pattice,Snacks,Pan-India,Pan-India,6,veg,0,132,7.3,22.2,4.6,4.0,2,Medium,0,"Authentic Pan-India preparation of Ragda Pattice, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/301.jpg
302,Arbi Thoran,Side_Dish,Kerala,South,2,veg,0,130,7.6,20.5,8.3,3.3,2,Medium,0,"Authentic Kerala preparation of Arbi Thoran, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/302.jpg
303,Kofta Korma,Main_Course,Uttar Pradesh,North,1,veg,0,136,5.0,20.0,7.2,4.5,3,Medium,0,"Authentic Uttar Pradesh preparation of Kofta Korma, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/303.jpg
304,Salted Lassi,Beverages,Punjab,North,1,veg,0,154,5.3,15.4,3.2,3.9,7,Medium,1,"Authentic Punjab preparation of Salted Lassi, served as a beverages.",Enhances probiotic density and boosts lactic-acid bacteria.,images/304.jpg
305,Moong Dal Palak,Dals_Legumes,Pan-India,Pan-India,6,veg,0,255,12.5,39.0,4.5,19.0,10,High,0,"Authentic Pan-India preparation of Moong Dal Palak, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/305.jpg
